지점,날짜,발생건수(건)
전남,20180202,1836
전남,20180203,1233
전남,20180204,268
전남,20180205,2085
전남,20180206,1516
전남,20180207,1690
전남,20180208,1757
전남,20180209,1845
전남,20180210,1340
전남,20180211,348
전남,20180212,2241
전남,20180213,2125
전남,20180214,2226
전남,20180215,577
전남,20180216,127
전남,20180217,506
전남,20180218,355
전남,20180219,2568
전남,20180220,1767
전남,20180221,1642
전남,20180222,1705
전남,20180223,1701
전남,20180224,1215
전남,20180225,275
전남,20180226,2224
전남,20180227,1690
전남,20180228,1573
전남,20180301,669
전남,20180302,2057
전남,20180303,1173
전남,20180304,266
전남,20180305,1949
전남,20180306,1517
전남,20180307,1338
전남,20180308,1331
전남,20180309,1517
전남,20180310,1138
전남,20180311,349
전남,20180312,1926
전남,20180313,1479
전남,20180314,1451
전남,20180315,1380
전남,20180316,1637
전남,20180317,1239
전남,20180318,448
전남,20180319,2071
전남,20180320,1697
전남,20180321,1473
전남,20180322,1629
전남,20180323,1707
전남,20180324,1351
전남,20180325,456
전남,20180326,2289
전남,20180327,1747
전남,20180328,1686
전남,20180329,1684
전남,20180330,1908
전남,20180331,1373
전남,20180401,625
전남,20180402,2243
전남,20180403,1573
전남,20180404,1490
전남,20180405,1705
전남,20180406,1703
전남,20180407,1276
전남,20180408,455
전남,20180409,2232
전남,20180410,1658
전남,20180411,1575
전남,20180412,1607
전남,20180413,1716
전남,20180414,1331
전남,20180415,425
전남,20180416,2301
전남,20180417,1770
전남,20180418,1713
전남,20180419,1752
전남,20180420,1821
전남,20180421,1356
전남,20180422,534
전남,20180423,2120
전남,20180424,1952
전남,20180425,1745
전남,20180426,1758
전남,20180427,1768
전남,20180428,1415
전남,20180429,515
전남,20180430,2437
전남,20180501,1680
전남,20180502,1786
전남,20180503,1631
전남,20180504,1974
전남,20180505,600
전남,20180506,430
전남,20180507,1156
전남,20180508,2322
전남,20180509,1690
전남,20180510,1624
전남,20180511,1778
전남,20180512,1353
전남,20180513,417
전남,20180514,2232
전남,20180515,1686
전남,20180516,1537
전남,20180517,1582
전남,20180518,1788
전남,20180519,1178
전남,20180520,341
전남,20180521,2310
전남,20180522,569
전남,20180523,2002
전남,20180524,1622
전남,20180525,1653
전남,20180526,1222
전남,20180527,335
전남,20180528,2071
전남,20180529,1602
전남,20180530,1476
전남,20180531,1364
전남,20180601,1712
전남,20180602,1021
전남,20180603,309
전남,20180604,1895
전남,20180605,1480
전남,20180606,403
전남,20180607,1670
전남,20180608,1373
전남,20180609,1003
전남,20180610,255
전남,20180611,1810
전남,20180612,1328
전남,20180613,626
전남,20180614,1380
전남,20180615,1363
전남,20180616,979
전남,20180617,245
전남,20180618,1702
전남,20180619,1268
전남,20180620,1219
전남,20180621,1222
전남,20180622,1267
전남,20180623,955
전남,20180624,281
전남,20180625,1661
전남,20180626,1291
전남,20180627,1148
전남,20180628,1093
전남,20180629,1266
전남,20180630,825
전북,20160101,556
전북,20160102,1543
전북,20160103,192
전북,20160104,2785
전북,20160105,1811
전북,20160106,1620
전북,20160107,1737
전북,20160108,1872
전북,20160109,1146
전북,20160110,135
전북,20160111,2374
전북,20160112,1614
전북,20160113,1420
전북,20160114,1626
전북,20160115,1723
전북,20160116,1142
전북,20160117,150
전북,20160118,2213
전북,20160119,1131
전북,20160120,1499
전북,20160121,1623
전북,20160122,1754
전북,20160123,1073
전북,20160124,99
전북,20160125,1795
전북,20160126,1589
전북,20160127,1569
전북,20160128,1533
전북,20160129,1718
전북,20160130,1176
전북,20160131,152
전북,20160201,2646
전북,20160202,1722
전북,20160203,1739
전북,20160204,1966
전북,20160205,2231
전북,20160206,1596
전북,20160207,206
전북,20160208,124
전북,20160209,327
전북,20160210,923
전북,20160211,2755
전북,20160212,1944
전북,20160213,1457
전북,20160214,181
전북,20160215,2585
전북,20160216,1725
전북,20160217,1783
전북,20160218,1760
전북,20160219,1934
전북,20160220,1347
전북,20160221,158
전북,20160222,2583
전북,20160223,1898
전북,20160224,1715
전북,20160225,1860
전북,20160226,1925
전북,20160227,1205
전북,20160228,141
전북,20160229,2529
전북,20160301,540
전북,20160302,2179
전북,20160303,1614
전북,20160304,1718
전북,20160305,1203
전북,20160306,168
전북,20160307,2190
전북,20160308,1556
전북,20160309,1536
전북,20160310,1583
전북,20160311,1765
전북,20160312,1249
전북,20160313,198
전북,20160314,2367
전북,20160315,1651
전북,20160316,1608
전북,20160317,1659
전북,20160318,1880
전북,20160319,1281
전북,20160320,207
전북,20160321,2604
전북,20160322,1814
전북,20160323,1746
전북,20160324,1856
전북,20160325,2006
전북,20160326,1451
전북,20160327,195
전북,20160328,2639
전북,20160329,1826
전북,20160330,1759
전북,20160331,1833
전북,20160401,2170
전북,20160402,1357
전북,20160403,219
전북,20160404,2610
전북,20160405,1677
전북,20160406,1619
전북,20160407,1811
전북,20160408,1801
전북,20160409,1217
전북,20160410,182
전북,20160411,2516
전북,20160412,1742
전북,20160413,863
전북,20160414,1987
전북,20160415,1670
전북,20160416,1202
전북,20160417,204
전북,20160418,2356
전북,20160419,1530
전북,20160420,1495
전북,20160421,1621
전북,20160422,1715
전북,20160423,1187
전북,20160424,197
전북,20160425,2437
전북,20160426,1617
전북,20160427,1649
전북,20160428,1779
전북,20160429,1839
전북,20160430,1249
전북,20160501,434
전북,20160502,2322
전북,20160503,1672
전북,20160504,2022
전북,20160505,237
전북,20160506,1678
전북,20160507,1099
전북,20160508,180
전북,20160509,2502
전북,20160510,1616
전북,20160511,1525
전북,20160512,1454
전북,20160513,1718
전북,20160514,406
전북,20160515,174
전북,20160516,2418
전북,20160517,1503
전북,20160518,1458
전북,20160519,1449
전북,20160520,1633
전북,20160521,1028
전북,20160522,157
전북,20160523,2200
전북,20160524,1556
전북,20160525,1508
전북,20160526,1522
전북,20160527,1589
전북,20160528,1036
전북,20160529,157
전북,20160530,2106
전북,20160531,1431
전북,20160601,1618
전북,20160602,1420
전북,20160603,1596
전북,20160604,1061
전북,20160605,113
전북,20160606,353
전북,20160607,2095
전북,20160608,1351
전북,20160609,1252
전북,20160610,1440
전북,20160611,875
전북,20160612,107
전북,20160613,1694
전북,20160614,1216
전북,20160615,1116
전북,20160616,1210
전북,20160617,1248
전북,20160618,780
전북,20160619,131
전북,20160620,1669
전북,20160621,1234
전북,20160622,1179
전북,20160623,1104
전북,20160624,1235
전북,20160625,763
전북,20160626,109
전북,20160627,1696
전북,20160628,1171
전북,20160629,1123
전북,20160630,1061
전북,20160701,1413
전북,20160702,780
전북,20160703,90
전북,20160704,1463
전북,20160705,1224
전북,20160706,894
전북,20160707,1070
전북,20160708,1084
전북,20160709,663
전북,20160710,105
전북,20160711,1332
전북,20160712,1132
전북,20160713,1039
전북,20160714,1038
전북,20160715,1206
전북,20160716,685
전북,20160717,96
전북,20160718,1475
전북,20160719,1100
전북,20160720,1058
전북,20160721,1006
전북,20160722,1121
전북,20160723,658
전북,20160724,109
전북,20160725,1367
전북,20160726,1047
전북,20160727,972
전북,20160728,953
전북,20160729,1086
전북,20160730,626
전북,20160731,86
전북,20160801,1519
전북,20160802,1016
전북,20160803,923
전북,20160804,924
전북,20160805,985
전북,20160806,561
전북,20160807,76
전북,20160808,1394
전북,20160809,994
전북,20160810,956
전북,20160811,924
전북,20160812,915
전북,20160813,516
전북,20160814,87
전북,20160815,176
전북,20160816,1536
전북,20160817,1089
전북,20160818,984
전북,20160819,1191
전북,20160820,699
전북,20160821,99
전북,20160822,1527
전북,20160823,1114
전북,20160824,996
전북,20160825,1072
전북,20160826,1196
전북,20160827,777
전북,20160828,140
전북,20160829,1719
전북,20160830,1269
전북,20160831,1273
전북,20160901,1488
전북,20160902,1307
전북,20160903,986
전북,20160904,130
전북,20160905,1695
전북,20160906,1211
전북,20160907,1277
전북,20160908,1283
전북,20160909,1493
전북,20160910,1011
전북,20160911,188
전북,20160912,2222
전북,20160913,1936
전북,20160914,389
전북,20160915,108
전북,20160916,251
전북,20160917,1027
전북,20160918,195
전북,20160919,2445
전북,20160920,1533
전북,20160921,1435
전북,20160922,1525
전북,20160923,1551
전북,20160924,1081
전북,20160925,152
전북,20160926,2127
전북,20160927,1457
전북,20160928,1327
전북,20160929,1380
전북,20160930,1482
전북,20161001,1365
전북,20161002,165
전북,20161003,331
전북,20161004,2219
전북,20161005,1461
전북,20161006,1450
전북,20161007,1529
전북,20161008,1090
전북,20161009,180
전북,20161010,2117
전북,20161011,1678
전북,20161012,1437
전북,20161013,1459
전북,20161014,1543
전북,20161015,1106
전북,20161016,179
전북,20161017,2209
전북,20161018,1572
전북,20161019,1473
전북,20161020,1493
전북,20161021,1650
전북,20161022,1116
전북,20161023,181
전북,20161024,2146
전북,20161025,1688
전북,20161026,1485
전북,20161027,1580
전북,20161028,1688
전북,20161029,1244
전북,20161030,194
전북,20161031,2322
전북,20161101,1901
전북,20161102,1524
전북,20161103,1628
전북,20161104,1702
전북,20161105,1320
전북,20161106,227
전북,20161107,2352
전북,20161108,1761
전북,20161109,1496
전북,20161110,1594
전북,20161111,1804
전북,20161112,1202
전북,20161113,202
전북,20161114,2362
전북,20161115,1655
전북,20161116,1552
전북,20161117,1493
전북,20161118,1613
전북,20161119,1254
전북,20161120,187
전북,20161121,2433
전북,20161122,1717
전북,20161123,1626
전북,20161124,1731
전북,20161125,1835
전북,20161126,1266
전북,20161127,208
전북,20161128,2553
전북,20161129,1941
전북,20161130,1715
전북,20161201,2193
전북,20161202,2006
전북,20161203,1498
전북,20161204,233
전북,20161205,2800
전북,20161206,2059
전북,20161207,1953
전북,20161208,1915
전북,20161209,2188
전북,20161210,1456
전북,20161211,245
전북,20161212,2849
전북,20161213,2122
전북,20161214,1979
전북,20161215,2012
전북,20161216,2217
전북,20161217,1522
전북,20161218,215
전북,20161219,2999
전북,20161220,2172
전북,20161221,1897
전북,20161222,1919
전북,20161223,2040
전북,20161224,1469
전북,20161225,159
전북,20161226,2629
전북,20161227,2009
전북,20161228,1781
전북,20161229,1838
전북,20161230,1989
전북,20161231,1262
전북,20170101,480
전북,20170102,2516
전북,20170103,1773
전북,20170104,1627
전북,20170105,1652
전북,20170106,1811
전북,20170107,1111
전북,20170108,135
전북,20170109,2417
전북,20170110,1632
전북,20170111,1437
전북,20170112,1532
전북,20170113,1552
전북,20170114,1010
전북,20170115,116
전북,20170116,2208
전북,20170117,1509
전북,20170118,1439
전북,20170119,1540
전북,20170120,1369
전북,20170121,1097
전북,20170122,113
전북,20170123,2136
전북,20170124,1629
전북,20170125,1738
전북,20170126,2050
전북,20170127,320
전북,20170128,87
전북,20170129,176
전북,20170130,564
전북,20170131,2289
전북,20170201,1681
전북,20170202,1499
전북,20170203,1689
전북,20170204,1061
전북,20170205,100
전북,20170206,2071
전북,20170207,1572
전북,20170208,1464
전북,20170209,1443
전북,20170210,1464
전북,20170211,943
전북,20170212,155
전북,20170213,2089
전북,20170214,1527
전북,20170215,1371
전북,20170216,1403
전북,20170217,1571
전북,20170218,938
전북,20170219,142
전북,20170220,2053
전북,20170221,1519
전북,20170222,1324
전북,20170223,1488
전북,20170224,1585
전북,20170225,930
전북,20170226,116
전북,20170227,1984
전북,20170228,1566
전북,20170301,485
전북,20170302,1815
전북,20170303,1519
전북,20170304,1029
전북,20170305,106
전북,20170306,2062
전북,20170307,1375
전북,20170308,1421
전북,20170309,1427
전북,20170310,1494
전북,20170311,1024
전북,20170312,191
전북,20170313,2305
전북,20170314,1659
전북,20170315,1427
전북,20170316,1663
전북,20170317,1752
전북,20170318,1324
전북,20170319,151
전북,20170320,2449
전북,20170321,1724
전북,20170322,1627
전북,20170323,1621
전북,20170324,1868
전북,20170325,1303
전북,20170326,206
전북,20170327,2544
전북,20170328,1685
전북,20170329,1644
전북,20170330,1697
전북,20170331,1860
전북,20170401,1556
전북,20170402,171
전북,20170403,2591
전북,20170404,1810
전북,20170405,1710
전북,20170406,1733
전북,20170407,1820
전북,20170408,1262
전북,20170409,182
전북,20170410,2389
전북,20170411,1863
전북,20170412,1640
전북,20170413,1657
전북,20170414,1777
전북,20170415,1218
전북,20170416,158
전북,20170417,2317
전북,20170418,1747
전북,20170419,1596
전북,20170420,1704
전북,20170421,1797
전북,20170422,1164
전북,20170423,178
전북,20170424,2415
전북,20170425,1667
전북,20170426,1644
전북,20170427,1654
전북,20170428,1810
전북,20170429,1210
전북,20170430,172
전북,20170501,2247
전북,20170502,2061
전북,20170503,331
전북,20170504,2236
전북,20170505,209
전북,20170506,1197
전북,20170507,211
전북,20170508,2594
전북,20170509,888
전북,20170510,1866
전북,20170511,1545
전북,20170512,1595
전북,20170513,962
전북,20170514,146
전북,20170515,2246
전북,20170516,1506
전북,20170517,1354
전북,20170518,1463
전북,20170519,1476
전북,20170520,993
전북,20170521,151
전북,20170522,2024
전북,20170523,1424
전북,20170524,1362
전북,20170525,1307
전북,20170526,1453
전북,20170527,1036
전북,20170528,139
전북,20170529,1940
전북,20170530,1375
전북,20170531,1227
전북,20170601,1562
전북,20170602,1403
전북,20170603,971
전북,20170604,110
전북,20170605,1989
전북,20170606,228
전북,20170607,1764
전북,20170608,1331
전북,20170609,1454
전북,20170610,900
전북,20170611,137
전북,20170612,1803
전북,20170613,1325
전북,20170614,1310
전북,20170615,1220
전북,20170616,1265
전북,20170617,842
전북,20170618,133
전북,20170619,1721
전북,20170620,1206
전북,20170621,1117
전북,20170622,1198
전북,20170623,1290
전북,20170624,759
전북,20170625,101
전북,20170626,1631
전북,20170627,1186
전북,20170628,1048
전북,20170629,1105
전북,20170630,1193
전북,20170701,1024
전북,20170702,93
전북,20170703,1634
전북,20170704,1016
전북,20170705,1010
전북,20170706,1080
전북,20170707,1164
전북,20170708,666
전북,20170709,111
전북,20170710,1543
전북,20170711,1085
전북,20170712,928
전북,20170713,1018
전북,20170714,1074
전북,20170715,692
전북,20170716,101
전북,20170717,1443
전북,20170718,1129
전북,20170719,1019
전북,20170720,1000
전북,20170721,1020
전북,20170722,612
전북,20170723,95
전북,20170724,1408
전북,20170725,1023
전북,20170726,977
전북,20170727,976
전북,20170728,1029
전북,20170729,587
전북,20170730,90
전북,20170731,1298
전북,20170801,1291
전북,20170802,950
전북,20170803,858
전북,20170804,884
전북,20170805,506
전북,20170806,84
전북,20170807,1424
전북,20170808,1114
전북,20170809,994
전북,20170810,1037
전북,20170811,1030
전북,20170812,590
전북,20170813,113
전북,20170814,1360
전북,20170815,153
전북,20170816,1431
전북,20170817,1075
전북,20170818,1204
전북,20170819,673
전북,20170820,132
전북,20170821,1528
전북,20170822,1103
전북,20170823,946
전북,20170824,931
전북,20170825,1105
전북,20170826,697
전북,20170827,118
전북,20170828,1658
전북,20170829,1156
전북,20170830,1179
전북,20170831,1049
전북,20170901,1399
전북,20170902,793
전북,20170903,108
전북,20170904,1694
전북,20170905,1163
전북,20170906,1175
전북,20170907,1265
전북,20170908,1176
전북,20170909,865
전북,20170910,121
전북,20170911,1748
전북,20170912,1277
전북,20170913,1105
전북,20170914,1219
전북,20170915,1371
전북,20170916,925
전북,20170917,153
전북,20170918,1767
전북,20170919,1302
전북,20170920,1206
전북,20170921,1314
전북,20170922,1283
전북,20170923,892
전북,20170924,152
전북,20170925,1924
전북,20170926,1423
전북,20170927,1435
전북,20170928,1458
전북,20170929,1773
전북,20170930,1188
전북,20171001,428
전북,20171002,1913
전북,20171003,255
전북,20171004,98
전북,20171005,244
전북,20171006,586
전북,20171007,724
전북,20171008,132
전북,20171009,517
전북,20171010,1859
전북,20171011,1361
전북,20171012,1331
전북,20171013,1498
전북,20171014,972
전북,20171015,175
전북,20171016,1790
전북,20171017,1345
전북,20171018,1248
전북,20171019,1320
전북,20171020,1400
전북,20171021,908
전북,20171022,173
전북,20171023,1979
전북,20171024,1489
전북,20171025,1425
전북,20171026,1438
전북,20171027,1559
전북,20171028,1071
전북,20171029,245
전북,20171030,2191
전북,20171031,1468
전북,20171101,1692
전북,20171102,1460
전북,20171103,1618
전북,20171104,1152
전북,20171105,195
전북,20171106,2148
전북,20171107,1558
전북,20171108,1512
전북,20171109,1421
전북,20171110,1505
전북,20171111,1230
전북,20171112,179
전북,20171113,2305
전북,20171114,1652
전북,20171115,1567
전북,20171116,1588
전북,20171117,1753
전북,20171118,1117
전북,20171119,199
전북,20171120,2301
전북,20171121,1603
전북,20171122,1500
전북,20171123,1418
전북,20171124,1583
전북,20171125,1127
전북,20171126,182
전북,20171127,2211
전북,20171128,1571
전북,20171129,1449
전북,20171130,1479
전북,20171201,1926
전북,20171202,1150
전북,20171203,199
전북,20171204,2251
전북,20171205,1472
전북,20171206,1487
전북,20171207,1509
전북,20171208,1682
전북,20171209,1236
전북,20171210,190
전북,20171211,2154
전북,20171212,1495
전북,20171213,1535
전북,20171214,1631
전북,20171215,1791
전북,20171216,1224
전북,20171217,202
전북,20171218,2392
전북,20171219,1712
전북,20171220,1576
전북,20171221,1641
전북,20171222,1883
전북,20171223,1341
전북,20171224,186
전북,20171225,297
전북,20171226,2874
전북,20171227,1902
전북,20171228,1837
전북,20171229,2204
전북,20171230,1385
전북,20171231,191
전북,20180101,615
전북,20180102,2978
전북,20180103,1866
전북,20180104,1811
전북,20180105,2080
전북,20180106,1298
전북,20180107,156
전북,20180108,2644
전북,20180109,1621
전북,20180110,1455
전북,20180111,1477
전북,20180112,1851
전북,20180113,1232
전북,20180114,163
전북,20180115,2479
전북,20180116,1707
전북,20180117,1610
전북,20180118,1634
전북,20180119,1673
전북,20180120,1046
전북,20180121,145
전북,20180122,2252
전북,20180123,1405
전북,20180124,1343
전북,20180125,1376
전북,20180126,1631
전북,20180127,999
전북,20180128,131
전북,20180129,2075
전북,20180130,1470
전북,20180131,1467
전북,20180201,1517
전북,20180202,1540
전북,20180203,882
전북,20180204,185
전북,20180205,1896
전북,20180206,1410
전북,20180207,1375
전북,20180208,1411
전북,20180209,1669
전북,20180210,1057
전북,20180211,123
전북,20180212,1987
전북,20180213,1725
전북,20180214,1854
전북,20180215,297
전북,20180216,102
전북,20180217,230
전북,20180218,185
전북,20180219,2284
전북,20180220,1496
전북,20180221,1375
전북,20180222,1434
전북,20180223,1493
전북,20180224,962
전북,20180225,124
전북,20180226,1937
전북,20180227,1463
전북,20180228,1419
전북,20180301,474
전북,20180302,1722
전북,20180303,895
전북,20180304,157
전북,20180305,1682
전북,20180306,1347
전북,20180307,1146
전북,20180308,1238
전북,20180309,1426
전북,20180310,885
전북,20180311,182
전북,20180312,1921
전북,20180313,1377
전북,20180314,1270
전북,20180315,1328
전북,20180316,1540
전북,20180317,1040
전북,20180318,213
전북,20180319,2032
전북,20180320,1431
전북,20180321,1293
전북,20180322,1419
전북,20180323,1602
전북,20180324,1063
전북,20180325,181
전북,20180326,2046
전북,20180327,1545
전북,20180328,1440
전북,20180329,1403
전북,20180330,1606
전북,20180331,1103
전북,20180401,478
전북,20180402,2058
전북,20180403,1447
전북,20180404,1452
전북,20180405,1320
전북,20180406,1691
전북,20180407,1132
전북,20180408,147
전북,20180409,2120
전북,20180410,1513
전북,20180411,1418
전북,20180412,1380
전북,20180413,1601
전북,20180414,1066
전북,20180415,211
전북,20180416,2168
전북,20180417,1572
전북,20180418,1406
전북,20180419,1471
전북,20180420,1606
전북,20180421,1146
전북,20180422,203
전북,20180423,2101
전북,20180424,1641
전북,20180425,1508
전북,20180426,1504
전북,20180427,1643
전북,20180428,1160
전북,20180429,187
전북,20180430,2235
전북,20180501,1469
전북,20180502,1591
전북,20180503,1584
전북,20180504,1794
전북,20180505,323
전북,20180506,204
전북,20180507,849
전북,20180508,2252
전북,20180509,1535
전북,20180510,1412
전북,20180511,1630
전북,20180512,1150
전북,20180513,208
전북,20180514,2160
전북,20180515,1574
전북,20180516,1351
전북,20180517,1318
전북,20180518,1565
전북,20180519,987
전북,20180520,165
전북,20180521,2169
전북,20180522,272
전북,20180523,1939
전북,20180524,1450
전북,20180525,1545
전북,20180526,1008
전북,20180527,178
전북,20180528,2188
전북,20180529,1426
전북,20180530,1322
전북,20180531,1254
전북,20180601,1719
전북,20180602,964
전북,20180603,154
전북,20180604,1877
전북,20180605,1517
전북,20180606,187
전북,20180607,1594
전북,20180608,1393
전북,20180609,794
전북,20180610,145
전북,20180611,1778
전북,20180612,1390
전북,20180613,376
전북,20180614,1420
전북,20180615,1344
전북,20180616,784
전북,20180617,110
전북,20180618,1648
전북,20180619,1205
전북,20180620,1134
전북,20180621,1121
전북,20180622,1187
전북,20180623,740
전북,20180624,123
전북,20180625,1591
전북,20180626,1177
전북,20180627,984
전북,20180628,1031
전북,20180629,1137
전북,20180630,689
제주,20160101,156
제주,20160102,519
제주,20160103,66
제주,20160104,814
제주,20160105,595
제주,20160106,477
제주,20160107,489
제주,20160108,563
제주,20160109,383
제주,20160110,45
제주,20160111,723
제주,20160112,489
제주,20160113,452
제주,20160114,502
제주,20160115,524
제주,20160116,387
제주,20160117,54
제주,20160118,732
제주,20160119,403
제주,20160120,459
제주,20160121,477
제주,20160122,482
제주,20160123,330
제주,20160124,23
제주,20160125,416
제주,20160126,572
제주,20160127,444
제주,20160128,428
제주,20160129,494
제주,20160130,341
제주,20160131,54
제주,20160201,603
제주,20160202,482
제주,20160203,456
제주,20160204,478
제주,20160205,690
제주,20160206,483
제주,20160207,69
제주,20160208,24
제주,20160209,86
제주,20160210,269
제주,20160211,723
제주,20160212,559
제주,20160213,443
제주,20160214,65
제주,20160215,745
제주,20160216,586
제주,20160217,464
제주,20160218,526
제주,20160219,543
제주,20160220,415
제주,20160221,64
제주,20160222,776
제주,20160223,532
제주,20160224,526
제주,20160225,596
제주,20160226,629
제주,20160227,439
제주,20160228,71
제주,20160229,785
제주,20160301,158
제주,20160302,599
제주,20160303,524
제주,20160304,522
제주,20160305,425
제주,20160306,51
제주,20160307,729
제주,20160308,493
제주,20160309,505
제주,20160310,526
제주,20160311,609
제주,20160312,408
제주,20160313,76
제주,20160314,837
제주,20160315,580
제주,20160316,499
제주,20160317,594
제주,20160318,612
제주,20160319,507
제주,20160320,66
제주,20160321,842
제주,20160322,541
제주,20160323,478
제주,20160324,576
제주,20160325,638
제주,20160326,461
제주,20160327,74
제주,20160328,739
제주,20160329,561
제주,20160330,482
제주,20160331,592
제주,20160401,623
제주,20160402,427
제주,20160403,61
제주,20160404,763
제주,20160405,551
제주,20160406,393
제주,20160407,505
제주,20160408,564
제주,20160409,364
제주,20160410,45
제주,20160411,725
제주,20160412,558
제주,20160413,249
제주,20160414,587
제주,20160415,522
제주,20160416,455
제주,20160417,47
제주,20160418,738
제주,20160419,549
제주,20160420,435
제주,20160421,552
제주,20160422,487
제주,20160423,377
제주,20160424,59
제주,20160425,776
제주,20160426,537
제주,20160427,478
제주,20160428,540
제주,20160429,526
제주,20160430,422
제주,20160501,53
제주,20160502,795
제주,20160503,520
제주,20160504,524
제주,20160505,114
제주,20160506,476
제주,20160507,383
제주,20160508,71
제주,20160509,837
제주,20160510,575
제주,20160511,487
제주,20160512,473
제주,20160513,564
제주,20160514,164
제주,20160515,57
제주,20160516,777
제주,20160517,496
제주,20160518,432
제주,20160519,490
제주,20160520,525
제주,20160521,384
제주,20160522,84
제주,20160523,757
제주,20160524,511
제주,20160525,462
제주,20160526,478
제주,20160527,512
제주,20160528,387
제주,20160529,46
제주,20160530,626
제주,20160531,486
제주,20160601,482
제주,20160602,507
제주,20160603,586
제주,20160604,416
제주,20160605,56
제주,20160606,147
제주,20160607,801
제주,20160608,424
제주,20160609,425
제주,20160610,471
제주,20160611,319
제주,20160612,55
제주,20160613,607
제주,20160614,406
제주,20160615,383
제주,20160616,437
제주,20160617,426
제주,20160618,321
제주,20160619,53
제주,20160620,541
제주,20160621,413
제주,20160622,344
제주,20160623,438
제주,20160624,440
제주,20160625,312
제주,20160626,34
제주,20160627,521
제주,20160628,415
제주,20160629,384
제주,20160630,378
제주,20160701,375
제주,20160702,278
제주,20160703,25
제주,20160704,551
제주,20160705,328
제주,20160706,251
제주,20160707,323
제주,20160708,385
제주,20160709,263
제주,20160710,33
제주,20160711,513
제주,20160712,289
제주,20160713,307
제주,20160714,325
제주,20160715,355
제주,20160716,293
제주,20160717,30
제주,20160718,492
제주,20160719,367
제주,20160720,284
제주,20160721,325
제주,20160722,341
제주,20160723,246
제주,20160724,36
제주,20160725,433
제주,20160726,290
제주,20160727,283
제주,20160728,316
제주,20160729,308
제주,20160730,192
제주,20160731,31
제주,20160801,391
제주,20160802,298
제주,20160803,276
제주,20160804,301
제주,20160805,309
제주,20160806,207
제주,20160807,41
제주,20160808,428
제주,20160809,279
제주,20160810,266
제주,20160811,321
제주,20160812,335
제주,20160813,255
제주,20160814,39
제주,20160815,88
제주,20160816,474
제주,20160817,284
제주,20160818,304
제주,20160819,380
제주,20160820,269
제주,20160821,44
제주,20160822,491
제주,20160823,344
제주,20160824,276
제주,20160825,342
제주,20160826,354
제주,20160827,247
제주,20160828,31
제주,20160829,487
제주,20160830,335
제주,20160831,295
제주,20160901,397
제주,20160902,397
제주,20160903,290
제주,20160904,37
제주,20160905,509
제주,20160906,385
제주,20160907,283
제주,20160908,411
제주,20160909,420
제주,20160910,321
제주,20160911,50
제주,20160912,626
제주,20160913,522
제주,20160914,105
제주,20160915,34
제주,20160916,70
제주,20160917,274
제주,20160918,40
제주,20160919,671
제주,20160920,421
제주,20160921,360
제주,20160922,446
제주,20160923,435
제주,20160924,319
제주,20160925,50
제주,20160926,545
제주,20160927,384
제주,20160928,320
제주,20160929,409
제주,20160930,412
제주,20161001,324
제주,20161002,54
제주,20161003,137
제주,20161004,547
제주,20161005,319
제주,20161006,399
제주,20161007,451
제주,20161008,318
제주,20161009,50
제주,20161010,638
제주,20161011,507
제주,20161012,426
제주,20161013,424
제주,20161014,474
제주,20161015,296
제주,20161016,44
제주,20161017,629
제주,20161018,428
제주,20161019,406
제주,20161020,454
제주,20161021,489
제주,20161022,392
제주,20161023,47
제주,20161024,653
제주,20161025,484
제주,20161026,392
제주,20161027,447
제주,20161028,523
제주,20161029,392
제주,20161030,58
제주,20161031,674
제주,20161101,550
제주,20161102,441
제주,20161103,485
제주,20161104,550
제주,20161105,459
제주,20161106,66
제주,20161107,763
제주,20161108,592
제주,20161109,456
제주,20161110,555
제주,20161111,581
제주,20161112,398
제주,20161113,56
제주,20161114,721
제주,20161115,482
제주,20161116,453
제주,20161117,466
제주,20161118,542
제주,20161119,378
제주,20161120,50
제주,20161121,716
제주,20161122,467
제주,20161123,437
제주,20161124,480
제주,20161125,560
제주,20161126,421
제주,20161127,68
제주,20161128,690
제주,20161129,473
제주,20161130,444
제주,20161201,550
제주,20161202,550
제주,20161203,410
제주,20161204,69
제주,20161205,738
제주,20161206,518
제주,20161207,496
제주,20161208,537
제주,20161209,600
제주,20161210,444
제주,20161211,66
제주,20161212,778
제주,20161213,593
제주,20161214,446
제주,20161215,586
제주,20161216,610
제주,20161217,475
제주,20161218,59
제주,20161219,775
제주,20161220,675
제주,20161221,569
제주,20161222,579
제주,20161223,655
제주,20161224,516
제주,20161225,60
제주,20161226,832
제주,20161227,706
제주,20161228,556
제주,20161229,657
제주,20161230,696
제주,20161231,489
제주,20170101,136
제주,20170102,892
제주,20170103,642
제주,20170104,498
제주,20170105,551
제주,20170106,650
제주,20170107,421
제주,20170108,76
제주,20170109,740
제주,20170110,505
제주,20170111,431
제주,20170112,500
제주,20170113,568
제주,20170114,368
제주,20170115,58
제주,20170116,685
제주,20170117,460
제주,20170118,422
제주,20170119,477
제주,20170120,481
제주,20170121,298
제주,20170122,44
제주,20170123,593
제주,20170124,496
제주,20170125,519
제주,20170126,668
제주,20170127,93
제주,20170128,31
제주,20170129,50
제주,20170130,156
제주,20170131,662
제주,20170201,420
제주,20170202,428
제주,20170203,472
제주,20170204,359
제주,20170205,47
제주,20170206,599
제주,20170207,462
제주,20170208,428
