날짜,지역,발생수
2016-06-13,경기,7782
2016-06-14,경기,5495
2016-06-15,경기,5005
2016-06-16,경기,5537
2016-06-17,경기,5999
2016-06-18,경기,4552
2016-06-19,경기,878
2016-06-20,경기,7795
2016-06-21,경기,5309
2016-06-22,경기,5060
2016-06-23,경기,5232
2016-06-24,경기,5823
2016-06-25,경기,4371
2016-06-26,경기,826
2016-06-27,경기,7600
2016-06-28,경기,5183
2016-06-29,경기,5226
2016-06-30,경기,4978
2016-07-01,경기,5377
2016-07-02,경기,4447
2016-07-03,경기,834
2016-07-04,경기,6630
2016-07-05,경기,4549
2016-07-06,경기,5134
2016-07-07,경기,4998
2016-07-08,경기,5182
2016-07-09,경기,4162
2016-07-10,경기,759
2016-07-11,경기,6833
2016-07-12,경기,4950
2016-07-13,경기,4895
2016-07-14,경기,4781
2016-07-15,경기,5281
2016-07-16,경기,4009
2016-07-17,경기,918
2016-07-18,경기,7113
2016-07-19,경기,4825
2016-07-20,경기,5086
2016-07-21,경기,4862
2016-07-22,경기,5293
2016-07-23,경기,4133
2016-07-24,경기,888
2016-07-25,경기,6733
2016-07-26,경기,4794
2016-07-27,경기,4798
2016-07-28,경기,4593
2016-07-29,경기,5043
2016-07-30,경기,3801
2016-07-31,경기,714
2016-08-01,경기,6619
2016-08-02,경기,4576
2016-08-03,경기,4658
2016-08-04,경기,4812
2016-08-05,경기,5016
2016-08-06,경기,3710
2016-08-07,경기,758
2016-08-08,경기,6885
2016-08-09,경기,4829
2016-08-10,경기,4804
2016-08-11,경기,4849
2016-08-12,경기,5293
2016-08-13,경기,3964
2016-08-14,경기,746
2016-08-15,경기,1434
2016-08-16,경기,7145
2016-08-17,경기,4940
2016-08-18,경기,5137
2016-08-19,경기,5674
2016-08-20,경기,4510
2016-08-21,경기,1008
2016-08-22,경기,7618
2016-08-23,경기,5273
2016-08-24,경기,5549
2016-08-25,경기,5562
2016-08-26,경기,6236
2016-08-27,경기,5472
2016-08-28,경기,1089
2016-08-29,경기,9082
2016-08-30,경기,6340
2016-08-31,경기,5715
2016-09-01,경기,6716
2016-09-02,경기,6414
2016-09-03,경기,5544
2016-09-04,경기,1116
2016-09-05,경기,8645
2016-09-06,경기,6061
2016-09-07,경기,6311
2016-09-08,경기,6485
2016-09-09,경기,7524
2016-09-10,경기,6366
2016-09-11,경기,1261
2016-09-12,경기,11068
2016-09-13,경기,10064
2016-09-14,경기,1726
2016-09-15,경기,418
2016-09-16,경기,1484
2016-09-17,경기,6515
2016-09-18,경기,1483
2016-09-19,경기,11117
2016-09-20,경기,7323
2016-09-21,경기,7065
2016-09-22,경기,7032
2016-09-23,경기,7374
2016-09-24,경기,6084
2016-09-25,경기,1021
2016-09-26,경기,8893
2016-09-27,경기,5815
2016-09-28,경기,6232
2016-09-29,경기,6267
2016-09-30,경기,6966
2016-10-01,경기,6263
2016-10-02,경기,1113
2016-10-03,경기,1875
2016-10-04,경기,9414
2016-10-05,경기,6425
2016-10-06,경기,6346
2016-10-07,경기,6817
2016-10-08,경기,6007
2016-10-09,경기,1085
2016-10-10,경기,9940
2016-10-11,경기,7072
2016-10-12,경기,6752
2016-10-13,경기,6837
2016-10-14,경기,7489
2016-10-15,경기,6167
2016-10-16,경기,1259
2016-10-17,경기,9920
2016-10-18,경기,7118
2016-10-19,경기,6811
2016-10-20,경기,7176
2016-10-21,경기,8073
2016-10-22,경기,6622
2016-10-23,경기,1369
2016-10-24,경기,10658
2016-10-25,경기,7304
2016-10-26,경기,7216
2016-10-27,경기,7540
2016-10-28,경기,8067
2016-10-29,경기,6949
2016-10-30,경기,1351
2016-10-31,경기,10990
2016-11-01,경기,8034
2016-11-02,경기,7777
2016-11-03,경기,8174
2016-11-04,경기,8745
2016-11-05,경기,7264
2016-11-06,경기,1502
2016-11-07,경기,11264
2016-11-08,경기,7945
2016-11-09,경기,7745
2016-11-10,경기,8124
2016-11-11,경기,8986
2016-11-12,경기,7555
2016-11-13,경기,1718
2016-11-14,경기,11310
2016-11-15,경기,8269
2016-11-16,경기,7973
2016-11-17,경기,8119
2016-11-18,경기,8929
2016-11-19,경기,7842
2016-11-20,경기,1598
2016-11-21,경기,12611
2016-11-22,경기,8785
2016-11-23,경기,8655
2016-11-24,경기,8763
2016-11-25,경기,9970
2016-11-26,경기,8116
2016-11-27,경기,1798
2016-11-28,경기,13243
2016-11-29,경기,9095
2016-11-30,경기,9185
2016-12-01,경기,9831
2016-12-02,경기,10311
2016-12-03,경기,8810
2016-12-04,경기,1954
2016-12-05,경기,14169
2016-12-06,경기,9565
2016-12-07,경기,9713
2016-12-08,경기,9997
2016-12-09,경기,10792
2016-12-10,경기,9162
2016-12-11,경기,1897
2016-12-12,경기,14579
2016-12-13,경기,10431
2016-12-14,경기,9729
2016-12-15,경기,9987
2016-12-16,경기,10911
2016-12-17,경기,8862
2016-12-18,경기,1643
2016-12-19,경기,15027
2016-12-20,경기,10161
2016-12-21,경기,9590
2016-12-22,경기,9489
2016-12-23,경기,10575
2016-12-24,경기,8221
2016-12-25,경기,1261
2016-12-26,경기,13445
2016-12-27,경기,9175
2016-12-28,경기,8545
2016-12-29,경기,8707
2016-12-30,경기,9985
2016-12-31,경기,7000
