지점,날짜,O3
부산,20160611,0.027
부산,20160612,0.016
부산,20160613,0.021
부산,20160614,0.026
부산,20160615,0.03
부산,20160616,0.041
부산,20160617,0.058
부산,20160618,
부산,20160619,0.05
부산,20160620,0.048
부산,20160621,0.036
부산,20160622,0.036
부산,20160623,0.033
부산,20160624,0.025
부산,20160625,0.05
부산,20160626,0.055
부산,20160627,0.034
부산,20160628,0.039
부산,20160629,0.033
부산,20160630,0.037
부산,20160701,0.026
부산,20160702,0.026
부산,20160703,0.026
부산,20160704,0.018
부산,20160705,0.015
부산,20160706,0.009
부산,20160707,0.009
부산,20160708,0.015
부산,20160709,0.014
부산,20160710,0.024
부산,20160711,0.011
부산,20160712,0.016
부산,20160713,0.03
부산,20160714,0.039
부산,20160715,0.03
부산,20160716,0.023
부산,20160717,0.048
부산,20160718,0.038
부산,20160719,0.043
부산,20160720,0.031
부산,20160721,0.028
부산,20160722,0.024
부산,20160723,0.026
부산,20160724,0.031
부산,20160725,0.026
부산,20160726,0.028
부산,20160727,0.026
부산,20160728,0.026
부산,20160729,0.025
부산,20160730,0.026
부산,20160731,0.059
부산,20160801,0.031
부산,20160802,0.027
부산,20160803,0.018
부산,20160804,0.02
부산,20160805,0.021
부산,20160806,0.029
부산,20160807,0.033
부산,20160808,0.041
부산,20160809,0.041
부산,20160810,0.032
부산,20160811,0.075
부산,20160812,0.064
부산,20160813,0.064
부산,20160814,0.064
부산,20160815,0.043
부산,20160816,0.031
부산,20160817,0.033
부산,20160818,0.03
부산,20160819,0.03
부산,20160820,0.034
부산,20160821,0.033
부산,20160822,0.032
부산,20160823,0.029
부산,20160824,0.035
부산,20160825,0.031
부산,20160826,0.027
부산,20160827,0.03
부산,20160828,0.029
부산,20160829,0.02
부산,20160830,0.028
부산,20160831,0.055
부산,20160901,0.072
부산,20160902,0.041
부산,20160903,0.024
부산,20160904,0.025
부산,20160905,0.015
부산,20160906,0.015
부산,20160907,0.026
부산,20160908,0.047
부산,20160909,0.042
부산,20160910,0.037
부산,20160911,0.031
부산,20160912,0.032
부산,20160913,0.036
부산,20160914,0.033
부산,20160915,0.03
부산,20160916,0.025
부산,20160917,0.035
부산,20160918,0.037
부산,20160919,0.03
부산,20160920,0.034
부산,20160921,0.033
부산,20160922,0.032
부산,20160923,0.032
부산,20160924,0.029
부산,20160925,0.025
부산,20160926,0.02
부산,20160927,0.011
부산,20160928,0.013
부산,20160929,0.032
부산,20160930,0.018
부산,20161001,0.022
부산,20161002,0.024
부산,20161003,0.015
부산,20161004,0.031
부산,20161005,0.027
부산,20161006,0.029
부산,20161007,0.032
부산,20161008,0.016
부산,20161009,0.031
부산,20161010,0.023
부산,20161011,0.014
부산,20161012,0.036
부산,20161013,0.021
부산,20161014,0.03
부산,20161015,0.044
부산,20161016,0.021
부산,20161017,0.014
부산,20161018,0.028
부산,20161019,0.029
부산,20161020,0.036
부산,20161021,0.037
부산,20161022,0.032
부산,20161023,0.035
부산,20161024,0.03
부산,20161025,0.02
부산,20161026,0.019
부산,20161027,0.042
부산,20161028,0.027
부산,20161029,0.028
부산,20161030,0.023
부산,20161031,0.017
부산,20161101,0.021
부산,20161102,0.021
부산,20161103,0.027
부산,20161104,0.038
부산,20161105,0.049
부산,20161106,0.039
부산,20161107,0.033
부산,20161108,0.029
부산,20161109,0.028
부산,20161110,0.028
부산,20161111,0.023
부산,20161112,0.029
부산,20161113,0.015
부산,20161114,0.011
부산,20161115,0.027
부산,20161116,0.022
부산,20161117,0.031
부산,20161118,0.035
부산,20161119,0.019
부산,20161120,0.031
부산,20161121,0.031
부산,20161122,0.02
부산,20161123,0.015
부산,20161124,0.029
부산,20161125,0.025
부산,20161126,0.018
부산,20161127,0.022
부산,20161128,0.02
부산,20161129,0.019
부산,20161130,0.015
부산,20161201,0.031
부산,20161202,0.026
부산,20161203,0.015
부산,20161204,0.016
부산,20161205,0.033
부산,20161206,0.028
부산,20161207,0.015
부산,20161208,0.024
부산,20161209,0.03
부산,20161210,0.02
부산,20161211,0.02
부산,20161212,0.015
부산,20161213,0.01
부산,20161214,0.011
부산,20161215,0.028
부산,20161216,0.028
부산,20161217,0.025
부산,20161218,0.024
부산,20161219,0.009
부산,20161220,0.018
부산,20161221,0.026
부산,20161222,0.03
부산,20161223,0.031
부산,20161224,0.017
부산,20161225,0.018
부산,20161226,0.01
부산,20161227,0.028
부산,20161228,0.013
부산,20161229,0.025
부산,20161230,0.019
부산,20161231,0.021
부산,20170101,0.069
부산,20170102,0.052
부산,20170103,0.038
부산,20170104,0.032
부산,20170105,0.04
부산,20170106,0.037
부산,20170107,0.047
부산,20170108,0.058
부산,20170109,0.062
부산,20170110,0.054
부산,20170111,0.053
부산,20170112,0.043
부산,20170113,0.05
부산,20170114,0.037
부산,20170115,0.046
부산,20170116,0.041
부산,20170117,0.04
부산,20170118,0.051
부산,20170119,0.049
부산,20170120,0.056
부산,20170121,0.06
부산,20170122,0.047
부산,20170123,0.048
부산,20170124,0.053
부산,20170125,0.04
부산,20170126,0.045
부산,20170127,0.046
부산,20170128,0.049
부산,20170129,0.077
부산,20170130,0.074
부산,20170131,0.053
부산,20170201,0.033
부산,20170202,0.05
부산,20170203,0.054
부산,20170204,0.059
부산,20170205,0.053
부산,20170206,0.039
부산,20170207,0.055
부산,20170208,0.044
부산,20170209,0.04
부산,20170210,0.044
부산,20170211,0.036
부산,20170212,0.032
부산,20170213,0.05
부산,20170214,0.054
부산,20170215,0.026
부산,20170216,0.014
부산,20170217,0.017
부산,20170218,0.039
부산,20170219,0.038
부산,20170220,0.033
부산,20170221,0.031
부산,20170222,0.032
부산,20170223,0.041
부산,20170224,0.046
부산,20170225,0.056
부산,20170226,0.053
부산,20170227,0.023
부산,20170228,0.027
부산,20170301,0.026
부산,20170302,0.039
부산,20170303,0.049
부산,20170304,0.057
부산,20170305,0.046
부산,20170306,0.042
부산,20170307,0.026
부산,20170308,0.044
부산,20170309,0.048
부산,20170310,0.049
부산,20170311,0.05
부산,20170312,0.038
부산,20170313,0.026
부산,20170314,0.022
부산,20170315,0.028
부산,20170316,0.035
부산,20170317,0.033
부산,20170318,0.029
부산,20170319,0.031
부산,20170320,0.034
부산,20170321,0.024
부산,20170322,0.042
부산,20170323,0.051
부산,20170324,0.05
부산,20170325,0.055
부산,20170326,0.066
부산,20170327,0.026
부산,20170328,0.021
부산,20170329,0.019
부산,20170330,0.026
부산,20170331,0.023
부산,20170401,0.029
부산,20170402,0.028
부산,20170403,0.026
부산,20170404,0.034
부산,20170405,0.037
부산,20170406,0.032
부산,20170407,0.03
부산,20170408,0.024
부산,20170409,0.032
부산,20170410,0.035
부산,20170411,0.034
부산,20170412,0.032
부산,20170413,0.035
부산,20170414,0.036
부산,20170415,0.032
부산,20170416,0.028
부산,20170417,0.02
부산,20170418,0.011
부산,20170419,0.022
부산,20170420,0.023
부산,20170421,0.037
부산,20170422,0.033
부산,20170423,0.04
부산,20170424,0.037
부산,20170425,0.029
부산,20170426,0.024
부산,20170427,0.032
부산,20170428,0.044
부산,20170429,0.024
부산,20170430,0.008
부산,20170501,0.041
부산,20170502,0.024
부산,20170503,0.034
부산,20170504,0.034
부산,20170505,0.024
부산,20170506,0.035
부산,20170507,0.031
부산,20170508,0.044
부산,20170509,0.022
부산,20170510,0.019
부산,20170511,0.044
부산,20170512,0.042
부산,20170513,0.042
부산,20170514,0.038
부산,20170515,0.038
부산,20170516,0.037
부산,20170517,0.042
부산,20170518,0.052
부산,20170519,0.053
부산,20170520,0.046
부산,20170521,0.051
부산,20170522,0.052
부산,20170523,0.033
부산,20170524,0.006
부산,20170525,0.044
부산,20170526,0.047
부산,20170527,0.048
부산,20170528,0.05
부산,20170529,0.039
부산,20170530,0.041
부산,20170531,0.052
부산,20170601,0.054
부산,20170602,0.038
부산,20170603,0.043
부산,20170604,0.046
부산,20170605,0.055
부산,20170606,0.049
부산,20170607,0.049
부산,20170608,0.054
부산,20170609,0.043
부산,20170610,0.048
부산,20170611,0.058
부산,20170612,0.058
부산,20170613,0.047
부산,20170614,0.051
부산,20170615,0.049
부산,20170616,0.052
부산,20170617,0.055
부산,20170618,0.067
부산,20170619,0.057
부산,20170620,0.048
부산,20170621,0.051
부산,20170622,0.053
부산,20170623,0.051
부산,20170624,0.05
부산,20170625,0.037
부산,20170626,0.049
부산,20170627,0.049
부산,20170628,0.03
부산,20170629,0.06
부산,20170630,0.053
부산,20170701,0.037
부산,20170702,0.043
부산,20170703,0.046
부산,20170704,0.056
부산,20170705,0.047
부산,20170706,0.033
부산,20170707,0.031
부산,20170708,0.034
부산,20170709,0.052
부산,20170710,0.049
부산,20170711,0.036
부산,20170712,0.051
부산,20170713,0.053
부산,20170714,0.063
부산,20170715,0.045
부산,20170716,0.023
부산,20170717,0.02
부산,20170718,0.047
부산,20170719,0.047
부산,20170720,0.029
부산,20170721,0.048
부산,20170722,0.044
부산,20170723,0.043
부산,20170724,0.044
부산,20170725,0.035
부산,20170726,0.037
부산,20170727,0.039
부산,20170728,0.048
부산,20170729,0.059
부산,20170730,0.066
부산,20170731,0.055
부산,20170801,0.038
부산,20170802,0.029
부산,20170803,0.035
부산,20170804,0.022
부산,20170805,0.041
부산,20170806,0.056
부산,20170807,0.043
부산,20170808,0.042
부산,20170809,0.033
부산,20170810,0.044
부산,20170811,0.028
부산,20170812,0.038
부산,20170813,0.052
부산,20170814,0.042
부산,20170815,0.042
부산,20170816,0.039
부산,20170817,0.047
부산,20170818,0.058
부산,20170819,0.06
부산,20170820,0.051
부산,20170821,0.045
부산,20170822,0.028
부산,20170823,0.039
부산,20170824,0.043
부산,20170825,0.048
부산,20170826,0.05
부산,20170827,0.054
부산,20170828,0.044
부산,20170829,0.032
부산,20170830,0.019
부산,20170831,0.034
부산,20170901,0.041
부산,20170902,0.051
부산,20170903,0.047
부산,20170904,0.039
부산,20170905,0.04
부산,20170906,0.042
부산,20170907,0.061
부산,20170908,0.06
부산,20170909,0.054
부산,20170910,0.045
부산,20170911,0.037
부산,20170912,0.039
부산,20170913,0.045
부산,20170914,0.062
부산,20170915,0.038
부산,20170916,0.032
부산,20170917,0.03
부산,20170918,0.033
부산,20170919,0.032
부산,20170920,0.046
부산,20170921,0.038
부산,20170922,0.029
부산,20170923,0.037
부산,20170924,0.03
부산,20170925,0.033
부산,20170926,0.036
부산,20170927,0.025
부산,20170928,0.017
부산,20170929,0.025
부산,20170930,0.016
부산,20171001,0.01
부산,20171002,0.008
부산,20171003,0.009
부산,20171004,0.03
부산,20171005,0.018
부산,20171006,0.011
부산,20171007,0.01
부산,20171008,0.016
부산,20171009,0.009
부산,20171010,0.018
부산,20171011,0.028
부산,20171012,0.026
부산,20171013,0.023
부산,20171014,0.013
부산,20171015,0.012
부산,20171016,0.013
부산,20171017,0.014
부산,20171018,0.034
부산,20171019,0.026
부산,20171020,0.033
부산,20171021,0.022
부산,20171022,0.022
부산,20171023,0.018
부산,20171024,0.013
부산,20171025,0.03
부산,20171026,0.033
부산,20171027,0.025
부산,20171028,0.03
부산,20171029,0.033
부산,20171030,0.027
부산,20171031,0.032
부산,20171101,0.024
부산,20171102,0.03
부산,20171103,0.03
부산,20171104,0.027
부산,20171105,0.021
부산,20171106,0.031
부산,20171107,0.049
부산,20171108,0.034
부산,20171109,0.032
부산,20171110,0.021
부산,20171111,0.019
부산,20171112,0.015
부산,20171113,0.013
부산,20171114,0.017
부산,20171115,0.014
부산,20171116,0.017
부산,20171117,0.024
부산,20171118,0.025
부산,20171119,0.025
부산,20171120,0.026
부산,20171121,0.012
부산,20171122,0.013
부산,20171123,0.013
부산,20171124,0.027
부산,20171125,0.043
부산,20171126,0.038
부산,20171127,0.046
부산,20171128,0.031
부산,20171129,0.036
부산,20171130,0.035
부산,20171201,0.032
부산,20171202,0.028
부산,20171203,0.031
부산,20171204,0.028
부산,20171205,0.029
부산,20171206,0.014
부산,20171207,0.022
부산,20171208,0.058
부산,20171209,0.055
부산,20171210,0.042
부산,20171211,0.025
부산,20171212,0.042
부산,20171213,0.039
부산,20171214,0.035
부산,20171215,0.029
부산,20171216,0.026
부산,20171217,0.03
부산,20171218,0.033
부산,20171219,0.061
부산,20171220,0.052
부산,20171221,0.035
부산,20171222,0.042
부산,20171223,0.041
부산,20171224,0.049
부산,20171225,0.061
부산,20171226,0.052
부산,20171227,0.036
부산,20171228,0.041
부산,20171229,0.041
부산,20171230,0.043
부산,20171231,0.027
부산,20180101,0.034
부산,20180102,0.035
부산,20180103,0.035
부산,20180104,0.038
부산,20180105,0.024
부산,20180106,0.021
부산,20180107,0.029
부산,20180108,0.019
부산,20180109,0.05
부산,20180110,0.034
부산,20180111,0.018
부산,20180112,0.025
부산,20180113,0.033
부산,20180114,0.038
부산,20180115,0.033
부산,20180116,0.038
부산,20180117,0.039
부산,20180118,0.035
부산,20180119,0.036
부산,20180120,0.04
부산,20180121,0.047
부산,20180122,0.038
부산,20180123,0.028
부산,20180124,0.029
부산,20180125,0.023
부산,20180126,0.025
부산,20180127,0.034
부산,20180128,0.049
부산,20180129,0.028
부산,20180130,0.03
부산,20180131,0.026
부산,20180201,0.031
부산,20180202,0.045
부산,20180203,0.031
부산,20180204,0.03
부산,20180205,0.034
부산,20180206,0.025
부산,20180207,0.036
부산,20180208,0.029
부산,20180209,0.029
부산,20180210,0.028
부산,20180211,0.026
부산,20180212,0.029
부산,20180213,0.037
부산,20180214,0.03
부산,20180215,0.022
부산,20180216,0.013
부산,20180217,0.029
부산,20180218,0.033
부산,20180219,0.026
부산,20180220,0.03
부산,20180221,0.026
부산,20180222,0.028
부산,20180223,0.024
부산,20180224,0.024
부산,20180225,0.031
부산,20180226,0.024
부산,20180227,0.024
부산,20180228,0.025
부산,20180301,0.027
부산,20180302,0.028
부산,20180303,0.022
부산,20180304,0.019
부산,20180305,0.033
부산,20180306,0.024
부산,20180307,0.013
부산,20180308,0.021
부산,20180309,0.028
부산,20180310,0.018
부산,20180311,0.02
부산,20180312,0.032
부산,20180313,0.022
부산,20180314,0.025
부산,20180315,0.012
부산,20180316,0.015
부산,20180317,0.026
부산,20180318,0.032
부산,20180319,0.02
부산,20180320,0.021
부산,20180321,0.022
부산,20180322,0.019
부산,20180323,0.02
부산,20180324,0.021
부산,20180325,0.028
부산,20180326,0.032
부산,20180327,0.029
부산,20180328,0.028
부산,20180329,0.023
부산,20180330,0.024
부산,20180331,0.022
부산,20180401,0.033
부산,20180402,0.03
부산,20180403,0.026
부산,20180404,0.025
부산,20180405,0.015
부산,20180406,0.02
부산,20180407,0.03
부산,20180408,0.011
부산,20180409,0.011
부산,20180410,0.033
부산,20180411,0.026
부산,20180412,0.027
부산,20180413,0.031
부산,20180414,0.023
부산,20180415,0.012
부산,20180416,0.018
부산,20180417,0.02
부산,20180418,0.02
부산,20180419,0.028
부산,20180420,0.02
부산,20180421,0.025
부산,20180422,0.034
부산,20180423,0.03
부산,20180424,0.036
부산,20180425,0.032
부산,20180426,0.032
부산,20180427,0.03
부산,20180428,0.017
부산,20180429,0.032
부산,20180430,0.034
부산,20180501,0.028
부산,20180502,0.021
부산,20180503,0.021
부산,20180504,0.019
부산,20180505,0.032
부산,20180506,0.036
부산,20180507,0.036
부산,20180508,0.033
부산,20180509,0.025
부산,20180510,0.018
부산,20180511,0.02
부산,20180512,0.036
부산,20180513,0.04
부산,20180514,0.037
부산,20180515,0.034
부산,20180516,0.046
부산,20180517,0.036
부산,20180518,0.033
부산,20180519,0.044
부산,20180520,0.029
부산,20180521,0.025
부산,20180522,0.03
부산,20180523,0.031
부산,20180524,0.035
부산,20180525,0.041
부산,20180526,0.041
부산,20180527,0.035
부산,20180528,0.03
부산,20180529,0.028
부산,20180530,0.022
부산,20180531,0.048
부산,20180601,0.037
부산,20180602,0.028
부산,20180603,0.024
부산,20180604,0.033
부산,20180605,0.039
부산,20180606,0.036
부산,20180607,0.031
부산,20180608,0.025
부산,20180609,0.031
부산,20180610,0.043
부산,20180611,0.037
부산,20180612,0.045
부산,20180613,0.033
부산,20180614,0.026
부산,20180615,0.039
부산,20180616,0.038
부산,20180617,0.019
부산,20180618,0.028
부산,20180619,0.043
부산,20180620,0.042
부산,20180621,0.026
부산,20180622,0.034
부산,20180623,0.055
부산,20180624,0.059
부산,20180625,0.054
부산,20180626,0.049
부산,20180627,0.041
부산,20180628,0.037
부산,20180629,0.039
부산,20180630,0.032
서울,20160101,0.005
서울,20160102,0.007
서울,20160103,0.016
서울,20160104,0.026
서울,20160105,0.02
서울,20160106,0.008
서울,20160107,0.016
서울,20160108,0.017
서울,20160109,0.016
서울,20160110,0.023
서울,20160111,0.019
서울,20160112,0.011
서울,20160113,0.015
서울,20160114,0.013
서울,20160115,0.008
서울,20160116,0.004
서울,20160117,0.005
서울,20160118,0.021
서울,20160119,0.024
서울,20160120,0.018
서울,20160121,0.013
서울,20160122,0.016
서울,20160123,0.026
서울,20160124,0.024
서울,20160125,0.016
서울,20160126,0.004
서울,20160127,0.012
서울,20160128,0.005
서울,20160129,0.01
서울,20160130,0.01
서울,20160131,0.026
서울,20160201,0.023
서울,20160202,0.016
서울,20160203,0.009
서울,20160204,0.016
서울,20160205,0.02
서울,20160206,0.026
서울,20160207,0.014
서울,20160208,0.021
서울,20160209,0.027
서울,20160210,0.007
서울,20160211,0.004
서울,20160212,0.005
서울,20160213,0.003
서울,20160214,0.023
서울,20160215,0.027
서울,20160216,0.017
서울,20160217,0.014
서울,20160218,0.016
서울,20160219,0.008
서울,20160220,0.021
서울,20160221,0.029
서울,20160222,0.012
서울,20160223,0.022
서울,20160224,0.024
서울,20160225,0.018
서울,20160226,0.021
서울,20160227,0.019
서울,20160228,0.015
서울,20160229,0.029
서울,20160301,0.026
서울,20160302,0.009
서울,20160303,0.009
서울,20160304,0.012
서울,20160305,0.014
서울,20160306,0.028
서울,20160307,0.012
서울,20160308,0.028
서울,20160309,0.029
서울,20160310,0.026
서울,20160311,0.031
서울,20160312,0.024
서울,20160313,0.034
서울,20160314,0.04
서울,20160315,0.027
서울,20160316,0.024
서울,20160317,0.009
서울,20160318,0.024
서울,20160319,0.032
서울,20160320,0.025
서울,20160321,0.022
서울,20160322,0.027
서울,20160323,0.034
서울,20160324,0.033
서울,20160325,0.026
서울,20160326,0.03
서울,20160327,0.041
서울,20160328,0.034
서울,20160329,0.046
서울,20160330,0.032
서울,20160331,0.018
서울,20160401,0.025
서울,20160402,0.038
서울,20160403,0.028
서울,20160404,0.021
서울,20160405,0.03
서울,20160406,0.02
서울,20160407,0.033
서울,20160408,0.028
서울,20160409,0.018
서울,20160410,0.036
서울,20160411,0.028
서울,20160412,0.028
서울,20160413,0.019
서울,20160414,0.014
서울,20160415,0.031
서울,20160416,0.017
서울,20160417,0.038
서울,20160418,0.029
서울,20160419,0.031
서울,20160420,0.017
서울,20160421,0.026
서울,20160422,0.024
서울,20160423,0.024
서울,20160424,0.029
서울,20160425,0.021
서울,20160426,0.033
서울,20160427,0.037
서울,20160428,0.033
서울,20160429,0.035
서울,20160430,0.054
서울,20160501,0.045
서울,20160502,0.023
서울,20160503,0.026
서울,20160504,0.037
서울,20160505,0.024
서울,20160506,0.02
서울,20160507,0.028
서울,20160508,0.037
서울,20160509,0.043
서울,20160510,0.033
서울,20160511,0.032
서울,20160512,0.03
서울,20160513,0.041
서울,20160514,0.033
서울,20160515,0.039
서울,20160516,0.04
서울,20160517,0.041
서울,20160518,0.036
서울,20160519,0.031
서울,20160520,0.035
서울,20160521,0.032
서울,20160522,0.05
서울,20160523,0.043
서울,20160524,0.04
서울,20160525,0.052
서울,20160526,0.036
서울,20160527,0.038
서울,20160528,0.042
서울,20160529,0.045
서울,20160530,0.054
서울,20160531,0.046
서울,20160601,0.036
서울,20160602,0.038
서울,20160603,0.042
서울,20160604,0.038
서울,20160605,0.046
서울,20160606,0.039
서울,20160607,0.033
서울,20160608,0.024
서울,20160609,0.028
서울,20160610,0.032
서울,20160611,0.024
서울,20160612,0.024
서울,20160613,0.032
서울,20160614,0.031
서울,20160615,0.023
서울,20160616,0.042
서울,20160617,0.048
서울,20160618,0.046
서울,20160619,0.034
서울,20160620,0.046
서울,20160621,0.043
서울,20160622,0.03
서울,20160623,0.037
서울,20160624,0.031
서울,20160625,0.036
서울,20160626,0.041
서울,20160627,0.029
서울,20160628,0.038
서울,20160629,0.029
서울,20160630,0.023
서울,20160701,0.012
서울,20160702,0.025
서울,20160703,0.034
서울,20160704,0.013
서울,20160705,0.008
서울,20160706,0.019
서울,20160707,0.02
서울,20160708,0.034
서울,20160709,0.027
서울,20160710,0.03
서울,20160711,0.039
서울,20160712,0.026
서울,20160713,0.014
서울,20160714,0.026
서울,20160715,0.017
서울,20160716,0.01
서울,20160717,0.018
서울,20160718,0.018
서울,20160719,0.031
서울,20160720,0.028
서울,20160721,0.026
서울,20160722,0.028
서울,20160723,0.023
서울,20160724,0.014
서울,20160725,0.017
서울,20160726,0.011
서울,20160727,0.01
서울,20160728,0.037
서울,20160729,0.015
서울,20160730,0.028
서울,20160731,0.016
서울,20160801,0.01
서울,20160802,0.008
서울,20160803,0.021
서울,20160804,0.02
서울,20160805,0.026
서울,20160806,0.025
서울,20160807,0.023
서울,20160808,0.023
서울,20160809,0.031
서울,20160810,0.035
서울,20160811,0.026
서울,20160812,0.024
서울,20160813,0.018
서울,20160814,0.019
서울,20160815,0.029
서울,20160816,0.032
서울,20160817,0.036
서울,20160818,0.037
서울,20160819,0.029
서울,20160820,0.031
서울,20160821,0.043
서울,20160822,0.036
서울,20160823,0.022
서울,20160824,0.027
서울,20160825,0.023
서울,20160826,0.024
서울,20160827,0.023
서울,20160828,0.021
서울,20160829,0.019
서울,20160830,0.022
서울,20160831,0.015
서울,20160901,0.033
서울,20160902,0.028
서울,20160903,0.028
서울,20160904,0.02
서울,20160905,0.024
서울,20160906,0.025
서울,20160907,0.029
서울,20160908,0.019
서울,20160909,0.027
서울,20160910,0.027
서울,20160911,0.037
서울,20160912,0.018
서울,20160913,0.023
서울,20160914,0.033
서울,20160915,0.027
서울,20160916,0.036
서울,20160917,0.032
서울,20160918,0.032
서울,20160919,0.022
서울,20160920,0.024
서울,20160921,0.02
서울,20160922,0.026
서울,20160923,0.035
서울,20160924,0.041
서울,20160925,0.03
서울,20160926,0.013
서울,20160927,0.007
서울,20160928,0.012
서울,20160929,0.01
서울,20160930,0.011
서울,20161001,0.008
서울,20161002,0.006
서울,20161003,0.02
서울,20161004,0.015
서울,20161005,
서울,20161006,
서울,20161007,
서울,20161008,
서울,20161009,
서울,20161010,
서울,20161011,
서울,20161012,
서울,20161013,
서울,20161014,
서울,20161015,
서울,20161016,
서울,20161017,
서울,20161018,
서울,20161019,
서울,20161020,
서울,20161021,0.013
서울,20161022,0.021
서울,20161023,0.022
서울,20161024,0.014
서울,20161025,0.013
서울,20161026,0.006
서울,20161027,0.006
서울,20161028,0.017
서울,20161029,0.022
서울,20161030,0.013
서울,20161031,0.008
서울,20161101,0.023
서울,20161102,0.008
서울,20161103,0.015
서울,20161104,0.017
서울,20161105,0.033
서울,20161106,0.016
서울,20161107,0.014
서울,20161108,0.026
서울,20161109,0.014
서울,20161110,0.003
서울,20161111,0.013
서울,20161112,0.014
서울,20161113,0.009
서울,20161114,0.007
서울,20161115,0.019
서울,20161116,0.005
서울,20161117,0.004
서울,20161118,0.004
서울,20161119,0.008
서울,20161120,0.018
서울,20161121,0.006
서울,20161122,0.023
서울,20161123,0.016
서울,20161124,0.02
서울,20161125,0.009
서울,20161126,0.002
서울,20161127,0.004
서울,20161128,0.015
서울,20161129,0.005
서울,20161130,0.002
서울,20161201,0.021
서울,20161202,0.013
서울,20161203,0.004
서울,20161204,0.003
서울,20161205,0.013
서울,20161206,0.015
서울,20161207,0.003
서울,20161208,0.004
서울,20161209,0.016
서울,20161210,0.014
서울,20161211,0.009
서울,20161212,0.003
서울,20161213,0.008
서울,20161214,0.008
서울,20161215,0.019
서울,20161216,0.013
서울,20161217,0.004
서울,20161218,0.002
서울,20161219,0.004
서울,20161220,0.003
서울,20161221,0.004
서울,20161222,0.01
서울,20161223,0.018
서울,20161224,0.011
서울,20161225,0.005
서울,20161226,0.003
서울,20161227,0.021
서울,20161228,0.007
서울,20161229,0.016
서울,20161230,0.005
서울,20161231,0.002
서울,20170101,0.003
서울,20170102,0.017
서울,20170103,0.013
서울,20170104,0.009
서울,20170105,0.008
서울,20170106,0.012
서울,20170107,0.004
서울,20170108,0.014
서울,20170109,0.028
서울,20170110,0.023
서울,20170111,0.015
서울,20170112,0.018
서울,20170113,0.024
서울,20170114,0.025
서울,20170115,0.018
서울,20170116,0.005
서울,20170117,0.002
서울,20170118,0.005
서울,20170119,0.006
서울,20170120,0.019
서울,20170121,0.007
서울,20170122,0.028
서울,20170123,0.021
서울,20170124,0.016
서울,20170125,0.008
서울,20170126,0.006
서울,20170127,0.027
서울,20170128,0.011
서울,20170129,0.006
서울,20170130,0.029
서울,20170131,0.012
서울,20170201,0.019
서울,20170202,0.017
서울,20170203,0.019
서울,20170204,0.004
서울,20170205,0.014
서울,20170206,0.03
서울,20170207,0.008
서울,20170208,0.009
서울,20170209,0.027
서울,20170210,0.027
서울,20170211,0.025
서울,20170212,0.021
서울,20170213,0.006
서울,20170214,0.022
서울,20170215,0.007
서울,20170216,0.008
서울,20170217,0.03
서울,20170218,0.029
서울,20170219,0.013
서울,20170220,0.033
서울,20170221,0.01
서울,20170222,0.008
서울,20170223,0.034
서울,20170224,0.023
서울,20170225,0.018
서울,20170226,0.023
서울,20170227,0.014
서울,20170228,0.014
서울,20170301,0.019
서울,20170302,0.031
서울,20170303,0.018
서울,20170304,0.014
서울,20170305,0.029
서울,20170306,0.033
서울,20170307,0.035
서울,20170308,0.028
서울,20170309,0.027
서울,20170310,0.023
서울,20170311,0.018
서울,20170312,0.026
서울,20170313,0.036
서울,20170314,0.035
서울,20170315,0.023
서울,20170316,0.022
서울,20170317,0.024
서울,20170318,0.027
서울,20170319,0.03
서울,20170320,0.008
서울,20170321,0.032
서울,20170322,0.033
서울,20170323,0.028
서울,20170324,0.018
서울,20170325,0.021
서울,20170326,0.029
서울,20170327,0.033
서울,20170328,0.019
서울,20170329,0.035
서울,20170330,0.026
서울,20170331,0.018
서울,20170401,0.033
서울,20170402,0.033
서울,20170403,0.034
서울,20170404,0.037
서울,20170405,0.012
서울,20170406,0.023
서울,20170407,0.022
서울,20170408,0.021
서울,20170409,0.026
서울,20170410,0.026
서울,20170411,0.034
서울,20170412,0.04
서울,20170413,0.034
서울,20170414,0.04
서울,20170415,0.043
서울,20170416,0.029
서울,20170417,0.021
서울,20170418,0.022
서울,20170419,0.032
서울,20170420,0.029
서울,20170421,0.028
서울,20170422,0.032
서울,20170423,0.041
서울,20170424,0.036
서울,20170425,0.044
서울,20170426,0.041
서울,20170427,0.039
서울,20170428,0.033
서울,20170429,0.038
서울,20170430,0.071
서울,20170501,0.061
서울,20170502,0.044
서울,20170503,0.063
서울,20170504,0.035
서울,20170505,0.039
서울,20170506,0.041
서울,20170507,0.044
서울,20170508,0.044
서울,20170509,0.022
서울,20170510,0.035
서울,20170511,0.033
서울,20170512,0.035
서울,20170513,0.039
서울,20170514,0.044
서울,20170515,0.032
서울,20170516,0.033
서울,20170517,0.033
서울,20170518,0.045
서울,20170519,0.047
서울,20170520,0.044
서울,20170521,0.042
서울,20170522,0.034
서울,20170523,0.017
서울,20170524,0.028
서울,20170525,0.037
서울,20170526,0.038
서울,20170527,0.045
서울,20170528,0.053
서울,20170529,0.064
서울,20170530,0.042
서울,20170531,0.027
서울,20170601,0.042
서울,20170602,0.043
서울,20170603,0.039
서울,20170604,0.045
서울,20170605,0.046
서울,20170606,0.036
서울,20170607,0.024
서울,20170608,0.057
서울,20170609,0.055
