지점,날짜,O3
광주,20170611,0.047
광주,20170612,0.044
광주,20170613,0.045
광주,20170614,0.042
광주,20170615,0.044
광주,20170616,0.051
광주,20170617,0.05
광주,20170618,0.048
광주,20170619,0.047
광주,20170620,0.031
광주,20170621,0.033
광주,20170622,0.036
광주,20170623,0.043
광주,20170624,0.043
광주,20170625,0.043
광주,20170626,0.036
광주,20170627,0.043
광주,20170628,0.047
광주,20170629,0.046
광주,20170630,0.036
광주,20170701,0.026
광주,20170702,0.017
광주,20170703,0.016
광주,20170704,0.023
광주,20170705,0.042
광주,20170706,0.027
광주,20170707,0.018
광주,20170708,0.025
광주,20170709,0.026
광주,20170710,0.027
광주,20170711,0.036
광주,20170712,0.034
광주,20170713,0.041
광주,20170714,0.026
광주,20170715,0.023
광주,20170716,0.014
광주,20170717,0.014
광주,20170718,0.024
광주,20170719,0.033
광주,20170720,0.041
광주,20170721,0.049
광주,20170722,0.034
광주,20170723,0.036
광주,20170724,0.048
광주,20170725,0.041
광주,20170726,0.043
광주,20170727,0.053
광주,20170728,0.033
광주,20170729,0.03
광주,20170730,0.032
광주,20170731,0.017
광주,20170801,0.024
광주,20170802,0.034
광주,20170803,0.046
광주,20170804,0.042
광주,20170805,0.034
광주,20170806,0.032
광주,20170807,0.036
광주,20170808,0.04
광주,20170809,0.047
광주,20170810,0.06
광주,20170811,0.035
광주,20170812,0.041
광주,20170813,0.021
광주,20170814,0.014
광주,20170815,0.021
광주,20170816,0.023
광주,20170817,0.021
광주,20170818,0.027
광주,20170819,0.029
광주,20170820,0.029
광주,20170821,0.015
광주,20170822,0.008
광주,20170823,0.01
광주,20170824,0.016
광주,20170825,0.041
광주,20170826,0.039
광주,20170827,0.049
광주,20170828,0.031
광주,20170829,0.038
광주,20170830,0.023
광주,20170831,0.046
광주,20170901,0.046
광주,20170902,0.031
광주,20170903,0.032
광주,20170904,0.024
광주,20170905,0.014
광주,20170906,0.014
광주,20170907,0.022
광주,20170908,0.044
광주,20170909,0.04
광주,20170910,0.047
광주,20170911,0.035
광주,20170912,0.04
광주,20170913,0.039
광주,20170914,0.043
광주,20170915,0.031
광주,20170916,0.03
광주,20170917,0.037
광주,20170918,0.035
광주,20170919,0.054
광주,20170920,0.03
광주,20170921,0.026
광주,20170922,0.03
광주,20170923,0.028
광주,20170924,0.039
광주,20170925,0.047
광주,20170926,0.049
광주,20170927,0.03
광주,20170928,0.028
광주,20170929,0.028
광주,20170930,0.025
광주,20171001,0.018
광주,20171002,0.023
광주,20171003,0.03
광주,20171004,0.029
광주,20171005,0.02
광주,20171006,0.019
광주,20171007,0.026
광주,20171008,0.023
광주,20171009,0.026
광주,20171010,0.016
광주,20171011,0.019
광주,20171012,0.012
광주,20171013,0.02
광주,20171014,0.03
광주,20171015,0.019
광주,20171016,0.021
광주,20171017,0.014
광주,20171018,0.017
광주,20171019,0.022
광주,20171020,0.02
광주,20171021,0.024
광주,20171022,0.031
광주,20171023,0.026
광주,20171024,0.021
광주,20171025,0.023
광주,20171026,0.025
광주,20171027,0.021
광주,20171028,0.024
광주,20171029,0.034
광주,20171030,0.025
광주,20171031,0.016
광주,20171101,0.017
광주,20171102,0.019
광주,20171103,0.016
광주,20171104,0.035
광주,20171105,0.015
광주,20171106,0.014
광주,20171107,0.009
광주,20171108,0.028
광주,20171109,0.016
광주,20171110,0.019
광주,20171111,0.023
광주,20171112,0.015
광주,20171113,0.009
광주,20171114,0.012
광주,20171115,0.014
광주,20171116,0.013
광주,20171117,0.008
광주,20171118,0.025
광주,20171119,0.024
광주,20171120,0.014
광주,20171121,0.013
광주,20171122,0.016
광주,20171123,0.018
광주,20171124,0.019
광주,20171125,0.014
광주,20171126,0.016
광주,20171127,0.014
광주,20171128,0.007
광주,20171129,0.017
광주,20171130,0.026
광주,20171201,0.02
광주,20171202,0.007
광주,20171203,0.013
광주,20171204,0.017
광주,20171205,0.017
광주,20171206,0.007
광주,20171207,0.01
광주,20171208,0.019
광주,20171209,0.004
광주,20171210,0.017
광주,20171211,0.024
광주,20171212,0.016
광주,20171213,0.018
광주,20171214,0.009
광주,20171215,0.009
광주,20171216,0.017
광주,20171217,0.02
광주,20171218,0.009
광주,20171219,0.016
광주,20171220,0.013
광주,20171221,0.013
광주,20171222,0.009
광주,20171223,0.01
광주,20171224,0.023
광주,20171225,0.029
광주,20171226,0.021
광주,20171227,0.021
광주,20171228,0.009
광주,20171229,0.011
광주,20171230,0.021
광주,20171231,0.027
광주,20180101,0.017
광주,20180102,0.012
광주,20180103,0.02
광주,20180104,0.018
광주,20180105,0.018
광주,20180106,0.024
광주,20180107,0.007
광주,20180108,0.017
광주,20180109,0.023
광주,20180110,0.022
광주,20180111,0.018
광주,20180112,0.016
광주,20180113,0.008
광주,20180114,0.006
광주,20180115,0.009
광주,20180116,0.006
광주,20180117,0.019
광주,20180118,0.021
광주,20180119,0.015
광주,20180120,0.016
광주,20180121,0.015
광주,20180122,0.024
광주,20180123,0.027
광주,20180124,0.024
광주,20180125,0.026
광주,20180126,0.025
광주,20180127,0.02
광주,20180128,0.027
광주,20180129,0.024
광주,20180130,0.015
광주,20180131,0.008
광주,20180201,0.017
광주,20180202,0.018
광주,20180203,0.024
광주,20180204,0.028
광주,20180205,0.022
광주,20180206,0.024
광주,20180207,0.021
광주,20180208,0.013
광주,20180209,0.016
광주,20180210,0.022
광주,20180211,0.031
광주,20180212,0.028
광주,20180213,0.023
광주,20180214,0.021
광주,20180215,0.028
광주,20180216,0.025
광주,20180217,0.032
광주,20180218,0.025
광주,20180219,0.022
광주,20180220,0.019
광주,20180221,0.03
광주,20180222,0.025
광주,20180223,0.026
광주,20180224,0.023
광주,20180225,0.03
광주,20180226,0.025
광주,20180227,0.016
광주,20180228,0.022
광주,20180301,0.04
광주,20180302,0.034
광주,20180303,0.028
광주,20180304,0.03
광주,20180305,0.025
광주,20180306,0.025
광주,20180307,0.022
광주,20180308,0.031
광주,20180309,0.039
광주,20180310,0.024
광주,20180311,0.032
광주,20180312,0.029
광주,20180313,0.019
광주,20180314,0.025
광주,20180315,0.026
광주,20180316,0.022
광주,20180317,0.032
광주,20180318,0.017
광주,20180319,0.023
광주,20180320,0.036
광주,20180321,0.027
광주,20180322,0.035
광주,20180323,0.033
광주,20180324,0.043
광주,20180325,0.047
광주,20180326,0.04
광주,20180327,0.035
광주,20180328,0.033
광주,20180329,0.032
광주,20180330,0.045
광주,20180331,0.042
광주,20180401,0.036
광주,20180402,0.027
광주,20180403,0.026
광주,20180404,0.022
광주,20180405,0.025
광주,20180406,0.036
광주,20180407,0.041
광주,20180408,0.046
광주,20180409,0.045
광주,20180410,0.034
광주,20180411,0.044
광주,20180412,0.028
광주,20180413,0.032
광주,20180414,0.039
광주,20180415,0.044
광주,20180416,0.039
광주,20180417,0.041
광주,20180418,0.04
광주,20180419,0.046
광주,20180420,0.048
광주,20180421,0.043
광주,20180422,0.037
광주,20180423,0.032
광주,20180424,0.027
광주,20180425,0.039
광주,20180426,0.034
광주,20180427,0.046
광주,20180428,0.038
광주,20180429,0.049
광주,20180430,0.045
광주,20180501,0.042
광주,20180502,0.036
광주,20180503,0.045
광주,20180504,0.042
광주,20180505,0.046
광주,20180506,0.045
광주,20180507,0.028
광주,20180508,0.028
광주,20180509,0.044
광주,20180510,0.047
광주,20180511,0.035
광주,20180512,0.036
광주,20180513,0.039
광주,20180514,0.046
광주,20180515,0.039
광주,20180516,0.02
광주,20180517,0.019
광주,20180518,0.028
광주,20180519,0.026
광주,20180520,0.037
광주,20180521,0.031
광주,20180522,0.031
광주,20180523,0.041
광주,20180524,0.037
광주,20180525,0.042
광주,20180526,0.05
광주,20180527,0.05
광주,20180528,0.039
광주,20180529,0.033
광주,20180530,0.037
광주,20180531,0.044
광주,20180601,0.043
광주,20180602,0.046
광주,20180603,0.048
광주,20180604,0.037
광주,20180605,0.034
광주,20180606,0.046
광주,20180607,0.042
광주,20180608,0.039
광주,20180609,0.05
광주,20180610,0.043
광주,20180611,0.039
광주,20180612,0.041
광주,20180613,0.039
광주,20180614,0.047
광주,20180615,0.041
광주,20180616,0.042
광주,20180617,0.045
광주,20180618,0.05
광주,20180619,0.031
광주,20180620,0.031
광주,20180621,0.039
광주,20180622,0.045
광주,20180623,0.049
광주,20180624,0.069
광주,20180625,0.057
광주,20180626,0.033
광주,20180627,0.032
광주,20180628,0.039
광주,20180629,0.036
광주,20180630,0.031
대구,20160101,0.01
대구,20160102,0.004
대구,20160103,0.005
대구,20160104,0.014
대구,20160105,0.01
대구,20160106,0.014
대구,20160107,0.017
대구,20160108,0.02
대구,20160109,0.014
대구,20160110,0.016
대구,20160111,0.016
대구,20160112,0.012
대구,20160113,0.017
대구,20160114,0.02
대구,20160115,0.007
대구,20160116,0.005
대구,20160117,0.004
대구,20160118,0.022
대구,20160119,0.026
대구,20160120,0.018
대구,20160121,0.011
대구,20160122,0.018
대구,20160123,0.023
대구,20160124,0.026
대구,20160125,0.02
대구,20160126,0.014
대구,20160127,0.01
대구,20160128,0.003
대구,20160129,0.003
대구,20160130,0.004
대구,20160131,0.017
대구,20160201,0.025
대구,20160202,0.019
대구,20160203,0.015
대구,20160204,0.013
대구,20160205,0.022
대구,20160206,0.023
대구,20160207,0.023
대구,20160208,0.027
대구,20160209,0.029
대구,20160210,0.012
대구,20160211,0.005
대구,20160212,0.004
대구,20160213,0.004
대구,20160214,0.028
대구,20160215,0.03
대구,20160216,0.025
대구,20160217,0.023
대구,20160218,0.017
대구,20160219,0.011
대구,20160220,0.02
대구,20160221,0.031
대구,20160222,0.009
대구,20160223,0.023
대구,20160224,0.025
대구,20160225,0.026
대구,20160226,0.019
대구,20160227,0.02
대구,20160228,0.026
대구,20160229,0.033
대구,20160301,0.03
대구,20160302,0.019
대구,20160303,0.014
대구,20160304,0.006
대구,20160305,0.02
대구,20160306,0.015
대구,20160307,0.02
대구,20160308,0.021
대구,20160309,0.022
대구,20160310,0.025
대구,20160311,0.025
대구,20160312,0.025
대구,20160313,0.02
대구,20160314,0.025
대구,20160315,0.019
대구,20160316,0.02
대구,20160317,0.021
대구,20160318,0.006
대구,20160319,0.023
대구,20160320,0.032
대구,20160321,0.029
대구,20160322,0.028
대구,20160323,0.036
대구,20160324,0.03
대구,20160325,0.024
대구,20160326,0.023
대구,20160327,0.035
대구,20160328,0.034
대구,20160329,0.03
대구,20160330,0.032
대구,20160331,0.012
대구,20160401,0.029
대구,20160402,0.038
대구,20160403,0.031
대구,20160404,0.029
대구,20160405,0.018
대구,20160406,0.023
대구,20160407,0.022
대구,20160408,0.024
대구,20160409,0.03
대구,20160410,0.029
대구,20160411,0.035
대구,20160412,0.025
대구,20160413,0.013
대구,20160414,0.036
대구,20160415,0.035
대구,20160416,0.024
대구,20160417,0.046
대구,20160418,0.042
대구,20160419,0.042
대구,20160420,0.031
대구,20160421,0.019
대구,20160422,0.026
대구,20160423,0.031
대구,20160424,0.039
대구,20160425,0.032
대구,20160426,0.029
대구,20160427,0.033
대구,20160428,0.031
대구,20160429,0.031
대구,20160430,0.035
대구,20160501,0.045
대구,20160502,0.026
대구,20160503,0.038
대구,20160504,0.047
대구,20160505,0.047
대구,20160506,0.04
대구,20160507,0.047
대구,20160508,0.041
대구,20160509,0.025
대구,20160510,0.022
대구,20160511,0.032
대구,20160512,0.037
대구,20160513,0.034
대구,20160514,0.033
대구,20160515,0.028
대구,20160516,0.035
대구,20160517,0.029
대구,20160518,0.043
대구,20160519,0.037
대구,20160520,0.041
대구,20160521,0.05
대구,20160522,0.051
대구,20160523,0.049
대구,20160524,0.032
대구,20160525,0.038
대구,20160526,0.047
대구,20160527,0.066
대구,20160528,0.052
대구,20160529,0.047
대구,20160530,0.059
대구,20160531,0.063
대구,20160601,0.052
대구,20160602,0.043
대구,20160603,0.05
대구,20160604,0.026
대구,20160605,0.046
대구,20160606,0.038
대구,20160607,0.03
대구,20160608,0.017
대구,20160609,0.029
대구,20160610,0.05
대구,20160611,0.035
대구,20160612,0.013
대구,20160613,0.025
대구,20160614,0.037
대구,20160615,0.03
대구,20160616,0.038
대구,20160617,0.061
대구,20160618,0.053
대구,20160619,0.041
대구,20160620,0.037
대구,20160621,0.047
대구,20160622,0.026
대구,20160623,0.048
대구,20160624,0.027
대구,20160625,0.042
대구,20160626,0.045
대구,20160627,0.023
대구,20160628,0.036
대구,20160629,0.04
대구,20160630,0.031
대구,20160701,0.017
대구,20160702,0.021
대구,20160703,0.029
대구,20160704,0.024
대구,20160705,0.016
대구,20160706,0.015
대구,20160707,0.026
대구,20160708,0.023
대구,20160709,0.048
대구,20160710,0.053
대구,20160711,0.046
대구,20160712,0.018
대구,20160713,0.048
대구,20160714,0.034
대구,20160715,0.028
대구,20160716,0.015
대구,20160717,0.028
대구,20160718,0.034
대구,20160719,0.037
대구,20160720,0.032
대구,20160721,0.034
대구,20160722,0.031
대구,20160723,0.051
대구,20160724,0.04
대구,20160725,0.02
대구,20160726,0.025
대구,20160727,0.026
대구,20160728,0.04
대구,20160729,0.044
대구,20160730,0.048
대구,20160731,0.048
대구,20160801,0.031
대구,20160802,0.025
대구,20160803,0.025
대구,20160804,0.029
대구,20160805,0.034
대구,20160806,0.047
대구,20160807,0.037
대구,20160808,0.033
대구,20160809,0.033
대구,20160810,0.044
대구,20160811,0.046
대구,20160812,0.057
대구,20160813,0.045
대구,20160814,0.044
대구,20160815,0.039
대구,20160816,0.04
대구,20160817,0.041
대구,20160818,0.038
대구,20160819,0.038
대구,20160820,0.031
대구,20160821,0.035
대구,20160822,0.034
대구,20160823,0.037
대구,20160824,0.037
대구,20160825,0.043
대구,20160826,0.026
대구,20160827,0.025
대구,20160828,0.022
대구,20160829,0.022
대구,20160830,0.025
대구,20160831,0.046
대구,20160901,0.084
대구,20160902,0.039
대구,20160903,0.026
대구,20160904,0.021
대구,20160905,0.019
대구,20160906,0.021
대구,20160907,0.029
대구,20160908,0.038
대구,20160909,0.041
대구,20160910,0.028
대구,20160911,0.027
대구,20160912,0.019
대구,20160913,0.023
대구,20160914,0.029
대구,20160915,0.029
대구,20160916,0.018
대구,20160917,0.02
대구,20160918,0.018
대구,20160919,0.016
대구,20160920,0.023
대구,20160921,0.02
대구,20160922,0.021
대구,20160923,0.023
대구,20160924,0.026
대구,20160925,0.02
대구,20160926,0.009
대구,20160927,0.022
대구,20160928,0.016
대구,20160929,0.022
대구,20160930,0.005
대구,20161001,0.004
대구,20161002,0.011
대구,20161003,0.005
대구,20161004,0.023
대구,20161005,0.022
대구,20161006,0.025
대구,20161007,0.022
대구,20161008,0.014
대구,20161009,0.028
대구,20161010,0.017
대구,20161011,0.008
대구,20161012,0.023
대구,20161013,0.012
대구,20161014,0.02
대구,20161015,0.026
대구,20161016,0.015
대구,20161017,0.006
대구,20161018,
대구,20161019,
대구,20161020,
대구,20161021,
대구,20161022,
대구,20161023,
대구,20161024,
대구,20161025,
대구,20161026,
대구,20161027,
대구,20161028,
대구,20161029,
대구,20161030,
대구,20161031,
대구,20161101,
대구,20161102,
대구,20161103,
